"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000115289",134.309686200498,0.947608191539786,0.163095173199719,5.81015472713829,6.24151303118704e-09,2.34040535364656e-08,"PCGF1","84759","polycomb group ring finger 1"
"ENSG00000022277",1427.51557364662,-0.335148253535903,0.057702083987852,-5.80825215266855,6.31283932761742e-09,2.36653649748523e-08,"RTF2","51507","replication termination factor 2"
"ENSG00000105193",4263.77070602933,-0.249133779642837,0.0429074440930201,-5.80630668894501,6.38659315394285e-09,2.39356386911132e-08,"RPS16","6217","ribosomal protein S16"
"ENSG00000114019",3699.88911833293,-0.643452422289834,0.11089236276519,-5.8024953770019,6.53351959590339e-09,2.44799369761942e-08,"AMOTL2","51421","angiomotin like 2"
"ENSG00000198087",848.331416047224,-0.404944240246711,0.0697916358168288,-5.80218869363522,6.54548415202231e-09,2.45184058848056e-08,"CD2AP","23607","CD2 associated protein"
"ENSG00000121691",668.277458475407,-0.439476811914637,0.0757918818705037,-5.79846813495827,6.69234158822214e-09,2.50620124190512e-08,"CAT","847","catalase"
"ENSG00000151208",2082.57707049004,0.303059941882609,0.0523121260252438,5.79330195328638,6.90158597155434e-09,2.58389081838079e-08,"DLG5","9231","discs large MAGUK scaffold protein 5"
"ENSG00000165055",325.436934144756,-0.60312734112498,0.104115862371446,-5.7928477696631,6.92028296780559e-09,2.59021941401876e-08,"METTL2B","55798","methyltransferase like 2B"
"ENSG00000171522",185.788315551232,-0.780355536219827,0.134725996499585,-5.79216748433722,6.94837988426171e-09,2.60006215150974e-08,"PTGER4","5734","prostaglandin E receptor 4"
"ENSG00000009844",1045.71434956233,-0.370436259774763,0.063972510459567,-5.7905537411869,7.01547461820503e-09,2.62448887296953e-08,"VTA1","51534","vesicle trafficking 1"
"ENSG00000105889",54.8349058309277,-1.4799464242767,0.255633183233173,-5.78933613218275,7.06651588261105e-09,2.64289889716297e-08,"STEAP1B","256227","STEAP family member 1B"
"ENSG00000011485",793.073168489879,-0.418435622184624,0.0722819738253676,-5.78893464082151,7.08342513885947e-09,2.64853721733591e-08,"PPP5C","5536","protein phosphatase 5 catalytic subunit"
"ENSG00000111817",1795.13124333744,-0.312498306583832,0.0539962298067451,-5.78740974512994,7.14800708979211e-09,2.67199312642229e-08,"DSE","29940","dermatan sulfate epimerase"
"ENSG00000196814",181.95099903316,0.794875386378949,0.137373228883987,5.78624665691035,7.19765045385608e-09,2.68985415667522e-08,"MVB12B","89853","multivesicular body subunit 12B"
"ENSG00000058729",441.872339045132,-0.522961249323883,0.0903900335804731,-5.78560742383503,7.22507704542512e-09,2.69940540207244e-08,"RIOK2","55781","RIO kinase 2"
"ENSG00000162105",277.41367620841,0.699873629659768,0.120975651978312,5.78524370990983,7.24072769665513e-09,2.70455316396397e-08,"SHANK2","22941","SH3 and multiple ankyrin repeat domains 2"
"ENSG00000166750",2431.25514311039,0.337912113649387,0.0584345636792443,5.782743848388,7.34919255730184e-09,2.74435722072564e-08,"SLFN5","162394","schlafen family member 5"
"ENSG00000166912",324.608658107966,-0.598023022889173,0.103421787819957,-5.78236980325896,7.36555705360392e-09,2.74975720036844e-08,"MTMR10","54893","myotubularin related protein 10"
"ENSG00000187954",600.999785125417,0.475928942545203,0.0823573384867101,5.77882859366567,7.52225126948613e-09,2.80752964693689e-08,"CYHR1","50626","cysteine and histidine rich 1"
"ENSG00000074855",240.786317818783,0.74664160116839,0.129210482634351,5.77849092384627,7.53736091941534e-09,2.81244229191514e-08,"ANO8","57719","anoctamin 8"
"ENSG00000205302",619.185456301381,-0.463260818613051,0.0802081441966412,-5.77573291656398,7.66188288064622e-09,2.85816726053859e-08,"SNX2","6643","sorting nexin 2"
"ENSG00000117425",35.5919361711669,1.90173981156288,0.329280258084689,5.77544436652428,7.6750257026998e-09,2.86233078362499e-08,"PTCH2","8643","patched 2"
"ENSG00000162892",25.279335975174,7.05216182209579,1.22111233596091,5.77519497135072,7.68640276592507e-09,2.86583380358858e-08,"IL24","11009","interleukin 24"
"ENSG00000143947",5377.21981797653,-0.241030594767424,0.0417467094442504,-5.77364295236975,7.75757318065753e-09,2.89162289087529e-08,"RPS27A","6233","ribosomal protein S27a"
"ENSG00000163281",392.279658271518,0.550982009291432,0.0954707805610692,5.77121089880467,7.87038962743992e-09,2.93291815734629e-08,"GNPDA2","132789","glucosamine-6-phosphate deaminase 2"
"ENSG00000158773",457.405652370317,0.511293219509713,0.0885977735401738,5.77094885209358,7.88264005216504e-09,2.93672563614836e-08,"USF1","7391","upstream transcription factor 1"
"ENSG00000157837",676.153962730516,0.435201562309086,0.0754253793603843,5.76996186163921,7.92894752607121e-09,2.95286749980033e-08,"SPPL3","121665","signal peptide peptidase like 3"
"ENSG00000105221",1800.94728706473,-0.301246429808839,0.0522096448905114,-5.76993830240718,7.93005610061305e-09,2.95286749980033e-08,"AKT2","208","AKT serine/threonine kinase 2"
"ENSG00000164687",171.358264732128,-0.817774477311145,0.141821642176872,-5.76621779834748,8.10702784046321e-09,3.01798737442398e-08,"FABP5","2171","fatty acid binding protein 5"
"ENSG00000087253",469.884037037991,-0.502765335911001,0.0872098992757128,-5.7650030568378,8.16563611968227e-09,3.03902211060785e-08,"LPCAT2","54947","lysophosphatidylcholine acyltransferase 2"
"ENSG00000187801",170.108290039455,0.841034625001761,0.145902210003642,5.76437207483539,8.19624180278294e-09,3.04962690879435e-08,"ZFP69B","65243","ZFP69 zinc finger protein B"
"ENSG00000129353",2634.25102204963,0.288063222202214,0.0499885397883381,5.76258525297865,8.28351768473113e-09,3.08130644960743e-08,"SLC44A2","57153","solute carrier family 44 member 2"
"ENSG00000165633",151.652616350232,-0.922011444033893,0.160005401436722,-5.76237699324496,8.29374856819968e-09,3.08431782489898e-08,"VSTM4","196740","V-set and transmembrane domain containing 4"
"ENSG00000174606",392.981354632685,0.580202021272465,0.100731976841252,5.75985937600363,8.41840414295608e-09,3.12986948367716e-08,"ANGEL2","90806","angel homolog 2"
"ENSG00000165757",3345.37267581985,-0.321828977178795,0.0558862295058296,-5.7586453769479,8.47916236446752e-09,3.15164748307691e-08,"JCAD","57608","junctional cadherin 5 associated"
"ENSG00000183751",587.071323271554,-0.462645499762411,0.0803511429984255,-5.75779612458627,8.52191895945842e-09,3.16672491511236e-08,"TBL3","10607","transducin beta like 3"
"ENSG00000078668",1063.8039727185,-0.356930659622217,0.0619967758344638,-5.75724551507726,8.54975196256976e-09,3.17625044617689e-08,"VDAC3","7419","voltage dependent anion channel 3"
"ENSG00000099330",92.3022944017556,1.10490777164433,0.191964471549534,5.75579305235773,8.62359787961717e-09,3.20286057529417e-08,"OCEL1","79629","occludin/ELL domain containing 1"
"ENSG00000087008",349.606996272079,-0.586717854011875,0.101945932678352,-5.75518648559545,8.65462008521596e-09,3.21355610567762e-08,"ACOX3","8310","acyl-CoA oxidase 3, pristanoyl"
"ENSG00000171345",25.4262843183091,-2.37482402335375,0.412654533226525,-5.75499317742888,8.66452940200529e-09,3.21640870425506e-08,"KRT19","3880","keratin 19"
"ENSG00000256087",221.068063074708,0.769966326979105,0.133840827206895,5.75285092783286,8.77508600343686e-09,3.25661208205658e-08,"ZNF432","9668","zinc finger protein 432"
"ENSG00000065135",2407.59208258039,-0.284898593841707,0.0495300151619761,-5.75203930202754,8.81732935952273e-09,3.27144888951827e-08,"GNAI3","2773","G protein subunit alpha i3"
"ENSG00000262576",271.415799181774,0.654086594946108,0.113724613519556,5.75149543008675,8.8457472672521e-09,3.28114980811991e-08,"PCDHGA4","56111","protocadherin gamma subfamily A, 4"
"ENSG00000130758",351.82913362553,0.577595585180182,0.100461095518606,5.74944541664101,8.95366523780661e-09,3.32032710384798e-08,"MAP3K10","4294","mitogen-activated protein kinase kinase kinase 10"
"ENSG00000180758",131.904911245029,-0.909348322228933,0.15818891026989,-5.74849602717077,9.00407613386959e-09,3.33816416010299e-08,"GPR157","80045","G protein-coupled receptor 157"
"ENSG00000124459",305.709338122037,0.634306517184374,0.110375721533555,5.7467938453434,9.09515065192959e-09,3.37106379308368e-08,"ZNF45","7596","zinc finger protein 45"
"ENSG00000180488",744.392558968839,0.41247420390655,0.0717924442821484,5.74537067278978,9.17198371794405e-09,3.39866938999445e-08,"MIGA1","374986","mitoguardin 1"
"ENSG00000196967",92.5917136195247,1.13125192936014,0.196905843130787,5.74514149185887,9.18441538898459e-09,3.40240307459588e-08,"ZNF585A","199704","zinc finger protein 585A"
"ENSG00000115446",386.036407939848,0.56915824527424,0.0990902068979943,5.74383950837992,9.25535152973038e-09,3.42780249988271e-08,"UNC50","25972","unc-50 inner nuclear membrane RNA binding protein"
"ENSG00000186222",262.439357662524,0.651240663356939,0.113399362052771,5.74289530000953,9.30712783911516e-09,3.44609470669519e-08,"BLOC1S4","55330","biogenesis of lysosomal organelles complex 1 subunit 4"
"ENSG00000174231",6503.2867579998,-0.242868986978098,0.0423083603232958,-5.74044905362049,9.44258257411074e-09,3.49535270887892e-08,"PRPF8","10594","pre-mRNA processing factor 8"
"ENSG00000134780",114.751771485474,-0.983150899825268,0.171294895076975,-5.73952247312138,9.49438841976939e-09,3.51362916564563e-08,"DAGLA","747","diacylglycerol lipase alpha"
"ENSG00000093183",614.371763396881,-0.44981102286315,0.0783718340619158,-5.73944744623161,9.49859530275964e-09,3.5142856186747e-08,"SEC22C","9117","SEC22 homolog C, vesicle trafficking protein"
"ENSG00000128564",65.8007155078187,1.65859553676498,0.289072241156715,5.73765066520451,9.59988684269415e-09,3.55085187082905e-08,"VGF","7425","VGF nerve growth factor inducible"
"ENSG00000197530",749.020853632618,0.419530034201322,0.0731217272795854,5.73741963995494,9.61298657077465e-09,3.5547869438881e-08,"MIB2","142678","mindbomb E3 ubiquitin protein ligase 2"
"ENSG00000125686",1107.97430693513,-0.38372646375095,0.0668928084101621,-5.73643823410853,9.66882876500256e-09,3.57452169648572e-08,"MED1","5469","mediator complex subunit 1"
"ENSG00000187955",200.319049732787,0.773312032142273,0.134890219537535,5.73289920346735,9.87283107697189e-09,3.64900645025031e-08,"COL14A1","7373","collagen type XIV alpha 1 chain"
"ENSG00000173020",969.634364795829,0.460761157359455,0.0803978540053522,5.73101313536033,9.98325344665582e-09,3.68887471945502e-08,"GRK2","156","G protein-coupled receptor kinase 2"
"ENSG00000198513",160.75487498965,-0.825962944770932,0.144195733350451,-5.72806785318347,1.01580938328003e-08,3.75251936882271e-08,"ATL1","51062","atlastin GTPase 1"
"ENSG00000067334",739.324319670949,-0.421713432341654,0.0736291956069738,-5.72753007642137,1.0190337531395e-08,3.76346804662413e-08,"DNTTIP2","30836","deoxynucleotidyltransferase terminal interacting protein 2"
"ENSG00000188641",267.067081533163,-0.713016946248682,0.124576295531527,-5.72353627314466,1.04329279540306e-08,3.85207595521519e-08,"DPYD","1806","dihydropyrimidine dehydrogenase"
"ENSG00000017797",2070.90862453723,0.290965532569163,0.0508686406069577,5.71993922183495,1.06562164409043e-08,3.9335136793361e-08,"RALBP1","10928","ralA binding protein 1"
"ENSG00000079134",147.338906489689,-0.877692401679243,0.15347648788052,-5.71874176820179,1.07315741220748e-08,3.96031825802882e-08,"THOC1","9984","THO complex 1"
"ENSG00000112769",3051.49861781811,0.317567420533853,0.0555361025737447,5.71821582388078,1.07648361037677e-08,3.97157835716019e-08,"LAMA4","3910","laminin subunit alpha 4"
"ENSG00000168066",2644.41643360611,-0.270838351582986,0.0474088689432409,-5.71282035661387,1.1111896417995e-08,4.09857589023289e-08,"SF1","7536","splicing factor 1"
"ENSG00000125534",1942.20487520486,-0.356966873784208,0.0624859260785687,-5.71275639470182,1.11160752487351e-08,4.09907048487949e-08,"PPDPF","79144","pancreatic progenitor cell differentiation and proliferation factor"
"ENSG00000169116",30.6345430059748,2.09564349650412,0.367019587048172,5.70989552181328,1.13045548812132e-08,4.16750869587143e-08,"PARM1","25849","prostate androgen-regulated mucin-like protein 1"
"ENSG00000112031",475.498365205289,0.533486960012197,0.0934464861014512,5.70901038946517,1.13634955244219e-08,4.18816864901124e-08,"MTRF1L","54516","mitochondrial translational release factor 1 like"
"ENSG00000097021",1264.83990677455,-0.361694644991671,0.0633672418492672,-5.70791207627501,1.14370470940416e-08,4.21420174046776e-08,"ACOT7","11332","acyl-CoA thioesterase 7"
"ENSG00000164609",681.290362244963,0.423727871000071,0.0742368148646683,5.70778624827204,1.1445502991442e-08,4.21624190789053e-08,"SLU7","10569","SLU7 homolog, splicing factor"
"ENSG00000137343",134.685144091102,0.909243859236443,0.159317854998044,5.7071058309667,1.14913337734261e-08,4.23187675400703e-08,"ATAT1","79969","alpha tubulin acetyltransferase 1"
"ENSG00000168781",109.748281483609,-1.01258691466088,0.177426780212097,-5.70706921159493,1.14938053904525e-08,4.23187675400703e-08,"PPIP5K1","9677","diphosphoinositol pentakisphosphate kinase 1"
"ENSG00000135924",984.268217156662,-0.38320572595112,0.0672194374181059,-5.70081721403848,1.19234432974232e-08,4.38894533608515e-08,"DNAJB2","3300","DnaJ heat shock protein family (Hsp40) member B2"
"ENSG00000165895",199.311083234783,0.740132264490212,0.129831791740433,5.70070130411452,1.1931554162496e-08,4.39081193179852e-08,"ARHGAP42","143872","Rho GTPase activating protein 42"
"ENSG00000176022",903.06671784864,0.42514424395627,0.0745933908999256,5.6994894430613,1.20166765450576e-08,4.4210105964547e-08,"B3GALT6","126792","beta-1,3-galactosyltransferase 6"
"ENSG00000011304",4308.83070345683,-0.256040280737086,0.04492957604882,-5.69870235274144,1.20722783685723e-08,4.44033584811962e-08,"PTBP1","5725","polypyrimidine tract binding protein 1"
"ENSG00000161203",11153.7549717319,-0.20774174830148,0.036496508000151,-5.69209931812161,1.25486820625346e-08,4.61438807818863e-08,"AP2M1","1173","adaptor related protein complex 2 subunit mu 1"
"ENSG00000137692",566.782046979136,-0.467141817870422,0.0820832489286356,-5.69107368394448,1.26243011356764e-08,4.64101312302648e-08,"DCUN1D5","84259","defective in cullin neddylation 1 domain containing 5"
"ENSG00000126705",589.891766685544,-0.460190312330816,0.0808692467089071,-5.6905477800145,1.26632470833158e-08,4.65414607815301e-08,"AHDC1","27245","AT-hook DNA binding motif containing 1"
"ENSG00000099331",3796.51264717034,-0.262404637745585,0.0461283682892938,-5.6885740267229,1.28104577833626e-08,4.70705296929254e-08,"MYO9B","4650","myosin IXB"
"ENSG00000164379",17.6913706184772,3.76925563243169,0.662853895998126,5.68640488528161,1.29741591632913e-08,4.76599071603713e-08,"FOXQ1","94234","forkhead box Q1"
"ENSG00000162599",31.0756596023385,-2.06557325265856,0.363276504424707,-5.685953337196,1.30084914047907e-08,4.77738748667167e-08,"NFIA","4774","nuclear factor I A"
"ENSG00000204138",573.420835565573,-0.495348396479553,0.0871347413110855,-5.68485530600335,1.30923459471424e-08,4.80696097764426e-08,"PHACTR4","65979","phosphatase and actin regulator 4"
"ENSG00000150540",69.8938008811268,-1.24904768536996,0.219719212998109,-5.68474494481606,1.31008030062996e-08,4.80884367529839e-08,"HNMT","3176","histamine N-methyltransferase"
"ENSG00000179909",151.937826920381,0.860612172556383,0.151445595169855,5.68264908326425,1.32624215759805e-08,4.86693133240504e-08,"ZNF154","7710","zinc finger protein 154"
"ENSG00000138069",3689.13986633088,-0.266853610490421,0.0469676893846596,-5.68164229466182,1.33407453867941e-08,4.89443043857895e-08,"RAB1A","5861","RAB1A, member RAS oncogene family"
"ENSG00000133313",1085.49370886078,-0.356423336984598,0.0627576801582494,-5.67935806559203,1.35201186159053e-08,4.95897900680893e-08,"CNDP2","55748","carnosine dipeptidase 2"
"ENSG00000111641",649.598418305659,-0.439974710484994,0.0774718056129183,-5.67915910832507,1.35358525576101e-08,4.96348957456514e-08,"NOP2","4839","NOP2 nucleolar protein"
"ENSG00000121864",298.802857369282,-0.617836847943888,0.108802544848824,-5.67851467814789,1.3586937612992e-08,4.98095753507756e-08,"ZNF639","51193","zinc finger protein 639"
"ENSG00000136238",4645.76193838947,-0.231851183973157,0.0408340099429716,-5.67789409604783,1.36363091993833e-08,4.99666513320059e-08,"RAC1","5879","Rac family small GTPase 1"
"ENSG00000177034",326.532643907943,-0.638058252134562,0.112375961359161,-5.67788915367128,1.36367030982254e-08,4.99666513320059e-08,"MTX3","345778","metaxin 3"
"ENSG00000154305",1200.74588931144,-0.348841073404675,0.061441581426923,-5.6776057077824,1.36593117488295e-08,5.00360663167044e-08,"MIA3","375056","MIA SH3 domain ER export factor 3"
"ENSG00000212719",483.782230727449,-0.5603276267324,0.0986915419157021,-5.67756482324501,1.36625758483164e-08,5.00360663167044e-08,"C17orf51","339263","chromosome 17 open reading frame 51"
"ENSG00000070371",150.562501014352,-0.862624429736558,0.151970018125741,-5.67628036355708,1.37655100246112e-08,5.04002602776891e-08,"CLTCL1","8218","clathrin heavy chain like 1"
"ENSG00000053438",75.9475472539272,1.29028120980294,0.227336170828245,5.67565295527812,1.38160628304054e-08,5.05725320634506e-08,"NNAT","4826","neuronatin"
"ENSG00000040487",342.78125716211,0.623003687394874,0.109790769504774,5.67446325592775,1.39124173885698e-08,5.09123275298969e-08,"PQLC2","54896","PQ loop repeat containing 2"
"ENSG00000170275",3164.57903431148,0.255077055616291,0.0449651246715714,5.67277545607608,1.40502342490524e-08,5.14036432353884e-08,"CRTAP","10491","cartilage associated protein"
"ENSG00000196510",462.055681296089,-0.505385852954488,0.0891720509401546,-5.66753649407104,1.4486520735057e-08,5.29864030127027e-08,"ANAPC7","51434","anaphase promoting complex subunit 7"
"ENSG00000135446",1263.58551695373,0.333155122796657,0.0587895881937282,5.66690689682699,1.45398294148801e-08,5.31679230553236e-08,"CDK4","1019","cyclin dependent kinase 4"
"ENSG00000175376",432.997455423372,0.532806209778695,0.0940319481764642,5.66622536394556,1.45977503243995e-08,5.33662125248357e-08,"EIF1AD","84285","eukaryotic translation initiation factor 1A domain containing"
"ENSG00000080189",752.068787990338,0.43907351508009,0.0775002752803866,5.66544458702341,1.46643810947815e-08,5.35906549939845e-08,"SLC35C2","51006","solute carrier family 35 member C2"
"ENSG00000173272",294.50551697829,-0.605943839433701,0.106955294601199,-5.6653935804961,1.46687442092168e-08,5.35906549939845e-08,"MZT2A","653784","mitotic spindle organizing protein 2A"
"ENSG00000204160",698.12787657628,-0.431885128885341,0.0762323899591519,-5.66537569026447,1.46702748439639e-08,5.35906549939845e-08,"ZDHHC18","84243","zinc finger DHHC-type containing 18"
"ENSG00000197070",256.915280925752,0.655129122624392,0.115697083804701,5.6624514731094,1.49225584392862e-08,5.44984662697976e-08,"ARRDC1","92714","arrestin domain containing 1"
"ENSG00000138496",105.327926201592,-1.04044571546636,0.183848458528903,-5.65925721538097,1.52029554424358e-08,5.55084652200563e-08,"PARP9","83666","poly(ADP-ribose) polymerase family member 9"
"ENSG00000122884",3598.56498567378,0.277770279742738,0.0490878391196383,5.65863734734275,1.52579582455246e-08,5.56952107400447e-08,"P4HA1","5033","prolyl 4-hydroxylase subunit alpha 1"
"ENSG00000068796",652.40230320956,-0.451707517034642,0.0798300399889486,-5.65836516049817,1.52821712494189e-08,5.57695001330488e-08,"KIF2A","3796","kinesin family member 2A"
"ENSG00000165501",117.575403807172,-0.974429327703959,0.172327530955245,-5.65451917231396,1.56283153524758e-08,5.70182841503308e-08,"LRR1","122769","leucine rich repeat protein 1"
"ENSG00000103876",540.884243860865,-0.48123653158077,0.0851091491553786,-5.65434546528253,1.56441276343683e-08,5.70615604926301e-08,"FAH","2184","fumarylacetoacetate hydrolase"
"ENSG00000186376",195.732012863106,0.753967072051227,0.133345105651843,5.65425381280806,1.56524768782791e-08,5.7077600613447e-08,"ZNF75D","7626","zinc finger protein 75D"
"ENSG00000111907",43.1926414782974,-1.70100694027837,0.300856078913631,-5.65388921646715,1.5685733299132e-08,5.71844350763914e-08,"TPD52L1","7164","TPD52 like 1"
"ENSG00000034152",1873.74198346789,-0.303742683776999,0.0537295775181224,-5.65317461643078,1.57511142729192e-08,5.74083004183811e-08,"MAP2K3","5606","mitogen-activated protein kinase kinase 3"
"ENSG00000104324",470.750059963631,0.511779121853002,0.0905424288671837,5.6523679368457,1.5825237951964e-08,5.76639094294068e-08,"CPQ","10404","carboxypeptidase Q"
"ENSG00000087074",1902.10718514214,0.313437677278995,0.0554542065753624,5.65218937634663,1.58416911474805e-08,5.77093031359919e-08,"PPP1R15A","23645","protein phosphatase 1 regulatory subunit 15A"
"ENSG00000127241",242.84060787694,-0.743979431908029,0.131652487335463,-5.6510852697549,1.59437970295051e-08,5.80666173207696e-08,"MASP1","5648","mannan binding lectin serine peptidase 1"
"ENSG00000172318",100.576682518161,1.08036967000171,0.191230140823197,5.64957838419716,1.60841832734449e-08,5.85631316364099e-08,"B3GALT1","8708","beta-1,3-galactosyltransferase 1"
"ENSG00000115762",3236.71499004287,0.252963047757804,0.0447780060913797,5.64927002871847,1.61130582588847e-08,5.86534812226137e-08,"PLEKHB2","55041","pleckstrin homology domain containing B2"
"ENSG00000167733",84.6219371714927,1.20196937522409,0.212805662594916,5.64820202887215,1.62134574537927e-08,5.90040764581964e-08,"HSD11B1L","374875","hydroxysteroid 11-beta dehydrogenase 1 like"
"ENSG00000163882",385.835872010335,0.559752999713801,0.0991787907691879,5.64387804461618,1.66261866792283e-08,6.04908414092627e-08,"POLR2H","5437","RNA polymerase II subunit H"
"ENSG00000144659",516.986798240829,0.47514940431337,0.0841939424419594,5.64351057252038,1.66617289971466e-08,6.06048888528797e-08,"SLC25A38","54977","solute carrier family 25 member 38"
"ENSG00000185000",351.229248588522,0.558143026285135,0.0989104382001619,5.64291329046222,1.67196562911784e-08,6.0800280833278e-08,"DGAT1","8694","diacylglycerol O-acyltransferase 1"
"ENSG00000213722",864.887875153573,0.394865193469962,0.0699841630086839,5.6422078438084,1.67883258584875e-08,6.10346284168117e-08,"DDAH2","23564","dimethylarginine dimethylaminohydrolase 2"
"ENSG00000122877",90.715152630912,1.13287438502176,0.200858178491798,5.64017055978641,1.69881803518505e-08,6.17456660800524e-08,"EGR2","1959","early growth response 2"
"ENSG00000120992",1088.43294612198,0.387748567085041,0.0687743944743454,5.63797864086875,1.72057843424936e-08,6.25208425265351e-08,"LYPLA1","10434","lysophospholipase I"
"ENSG00000141098",552.904486864988,0.483330100432122,0.0857355112573346,5.63745516115731,1.72581521427106e-08,6.26953595445956e-08,"GFOD2","81577","glucose-fructose oxidoreductase domain containing 2"
"ENSG00000153132",58.7868800723623,-1.41252427994099,0.250631052226583,-5.63587100398077,1.74175725629186e-08,6.3258591425395e-08,"CLGN","1047","calmegin"
"ENSG00000164219",274.578818461719,-0.645870085117133,0.114618231203286,-5.63496817510319,1.75090668291295e-08,6.35749022825404e-08,"PGGT1B","5229","protein geranylgeranyltransferase type I subunit beta"
"ENSG00000160298",52.8691995233135,-1.4426882864959,0.256133199444806,-5.6325704345359,1.77543296616988e-08,6.44492429337969e-08,"C21orf58","54058","chromosome 21 open reading frame 58"
"ENSG00000198839",267.824814948484,0.662403173661813,0.117604025771703,5.63248723260287,1.77628999319342e-08,6.44641524162957e-08,"ZNF277","11179","zinc finger protein 277"
"ENSG00000204381",1108.1526989558,-0.368738104903354,0.0654748887312493,-5.6317484771435,1.78391723284396e-08,6.47246935724645e-08,"LAYN","143903","layilin"
"ENSG00000117505",1385.71376062189,-0.323213550474736,0.0574223900200941,-5.62870250370338,1.81570248003854e-08,6.58613928218903e-08,"DR1","1810","down-regulator of transcription 1"
"ENSG00000172375",319.700085924689,0.621719144842724,0.110502783170238,5.62627589103271,1.84141751669862e-08,6.67773904373459e-08,"C2CD2L","9854","C2CD2 like"
"ENSG00000072736",381.67498896403,0.535833193697853,0.0952904575352103,5.62315689899862,1.8749895853539e-08,6.79777850673989e-08,"NFATC3","4775","nuclear factor of activated T cells 3"
"ENSG00000091164",934.086986736762,-0.382520367727979,0.068039526305701,-5.62203161158587,1.88724718847892e-08,6.84050147814041e-08,"TXNL1","9352","thioredoxin like 1"
"ENSG00000185432",83.7161911121671,-1.14034258921042,0.202916046213122,-5.61977532330154,1.91205947852706e-08,6.92869721722149e-08,"METTL7A","25840","methyltransferase like 7A"
"ENSG00000239697",85.9715684116533,-1.11160079141471,0.197831328490614,-5.61893204628328,1.921414026273e-08,6.96084880749618e-08,"TNFSF12","8742","TNF superfamily member 12"
"ENSG00000159231",39.8145709728715,-1.72826601740384,0.307685383493007,-5.61699095934831,1.94311585559616e-08,7.03770446796163e-08,"CBR3","874","carbonyl reductase 3"
"ENSG00000197324",7402.52742722835,0.233529109192075,0.0415779177550592,5.61666196387767,1.94681761597209e-08,7.04934410757103e-08,"LRP10","26020","LDL receptor related protein 10"
"ENSG00000205726",1009.67054414888,-0.407588797987172,0.0725887550988153,-5.61504047606713,1.96516238383312e-08,7.11398633385603e-08,"ITSN1","6453","intersectin 1"
"ENSG00000169515",228.729509071352,-0.727032429337914,0.129487314431783,-5.61470003859667,1.96903519918931e-08,7.12622009949647e-08,"CCDC8","83987","coiled-coil domain containing 8"
"ENSG00000136045",1023.0308828105,-0.355759177582688,0.0633744953440806,-5.61360174390592,1.98157997747404e-08,7.16982494855586e-08,"PWP1","11137","PWP1 homolog, endonuclein"
"ENSG00000179841",19.483759224833,-2.95586728104161,0.526658797287587,-5.61249009086148,1.9943563409896e-08,7.21424567724862e-08,"AKAP5","9495","A-kinase anchoring protein 5"
"ENSG00000213551",221.4158017087,-0.721344717967577,0.128560789704054,-5.6109232031641,2.01250066995051e-08,7.27805700469834e-08,"DNAJC9","23234","DnaJ heat shock protein family (Hsp40) member C9"
"ENSG00000175105",336.398083412585,0.56833556335762,0.101300038188435,5.61041805631327,2.0183842837179e-08,7.2975075329215e-08,"ZNF654","55279","zinc finger protein 654"
"ENSG00000075643",58.3912733214179,-1.40046143134667,0.249623978945198,-5.61028406511428,2.01994772406149e-08,7.30133256415019e-08,"MOCOS","55034","molybdenum cofactor sulfurase"
"ENSG00000169057",970.838281152648,0.366990325608588,0.065415598011065,5.61013484194567,2.02169027839697e-08,7.3058029475021e-08,"MECP2","4204","methyl-CpG binding protein 2"
"ENSG00000100412",1057.50472764445,-0.369995465766169,0.065978203933561,-5.60784385914398,2.04862715383756e-08,7.40129329915702e-08,"ACO2","50","aconitase 2"
"ENSG00000247626",170.612609848373,0.97394642478677,0.173709148336766,5.6067652976952,2.06142896567409e-08,7.44568141540298e-08,"MARS2","92935","methionyl-tRNA synthetase 2, mitochondrial"
"ENSG00000143776",1407.71159736033,-0.39973815487063,0.0713104598250874,-5.60560338344642,2.07530701674215e-08,7.49393363745591e-08,"CDC42BPA","8476","CDC42 binding protein kinase alpha"
"ENSG00000168256",1290.84037917501,0.337053449130261,0.0601414129469575,5.60434869442674,2.09039503501014e-08,7.54652983896187e-08,"NKIRAS2","28511","NFKB inhibitor interacting Ras like 2"
"ENSG00000167202",1109.45462125387,0.345354458647584,0.0616262222917921,5.60401799435922,2.09438950377852e-08,7.55906096766039e-08,"TBC1D2B","23102","TBC1 domain family member 2B"
"ENSG00000021355",211.235778736108,-0.722741757723281,0.128970180560994,-5.60394468379824,2.09527601222306e-08,7.56037140158629e-08,"SERPINB1","1992","serpin family B member 1"
"ENSG00000221955",40.2192786930787,-1.69930649883447,0.303255153886607,-5.6035535655558,2.10001177167327e-08,7.57556694057159e-08,"SLC12A8","84561","solute carrier family 12 member 8"
"ENSG00000196449",433.231007520274,0.551355260489859,0.0984092488216933,5.60267725941953,2.11066006280898e-08,7.61207838881721e-08,"YRDC","79693","yrdC N6-threonylcarbamoyltransferase domain containing"
"ENSG00000171033",382.150412737939,0.543606426054029,0.097037102166971,5.60204719550106,2.11834855448434e-08,7.6378997805721e-08,"PKIA","5569","cAMP-dependent protein kinase inhibitor alpha"
